BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
LKMB002-1-74-S73_c07582_NODE_75...region001	c07582_NODE_75..	NODE_7582_length_1110_cov_3.935545	terpene	Terpene		
LKMB002-1-74-S73_c08063_NODE_80...region001	c08063_NODE_80..	NODE_8063_length_1072_cov_7.170108	siderophore	Others		
LKMB002-1-74-S73_c08658_NODE_86...region001	c08658_NODE_86..	NODE_8658_length_1027_cov_6.290123	terpene	Terpene		
LKMB002-1-74-S73_c08770_NODE_87...region001	c08770_NODE_87..	NODE_8770_length_1021_cov_3.742236	linaridin	RiPPs		
LKMB002-1-75-S74_c00023_NODE_23...region001	c00023_NODE_23..	NODE_23_length_50031_cov_53.262146	NRPS	NRPS		
LKMB002-1-75-S74_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_28972_cov_51.687001	RiPP-like	RiPPs		
LKMB002-1-75-S74_c00035_NODE_35...region001	c00035_NODE_35..	NODE_35_length_19512_cov_86.673588	NRPS	NRPS		
LKMB002-1-75-S74_c00041_NODE_41...region001	c00041_NODE_41..	NODE_41_length_11463_cov_56.507467	thiopeptide.RRE-containing	RiPPs		
LKMB002-1-75-S74_c00182_NODE_18...region001	c00182_NODE_18..	NODE_182_length_2473_cov_105.279156	NRPS-like	NRPS		
LKMB002-1-75-S74_c00356_NODE_35...region001	c00356_NODE_35..	NODE_356_length_1923_cov_3.004818	RRE-containing	RiPPs		
LKMB002-1-75-S74_c00625_NODE_62...region001	c00625_NODE_62..	NODE_625_length_1563_cov_9.310345	RiPP-like	RiPPs		
LKMB002-1-75-S74_c00753_NODE_75...region001	c00753_NODE_75..	NODE_753_length_1464_cov_2.369056	RiPP-like	RiPPs		
LKMB002-1-75-S74_c00970_NODE_97...region001	c00970_NODE_97..	NODE_970_length_1334_cov_5.136044	T3PKS	PKSother		
LKMB002-1-75-S74_c01962_NODE_19...region001	c01962_NODE_19..	NODE_1962_length_1023_cov_3.206612	butyrolactone	Others		
LKMB002-1-76-S75_c00003_NODE_3_...region001	c00003_NODE_3_..	NODE_3_length_42621_cov_13.549124	T3PKS	PKSother		
LKMB002-1-76-S75_c00013_NODE_13...region001	c00013_NODE_13..	NODE_13_length_32803_cov_18.179675	NRPS	NRPS		
LKMB002-1-76-S75_c00085_NODE_85...region001	c00085_NODE_85..	NODE_85_length_8594_cov_9.178827	siderophore	Others		
LKMB002-1-76-S75_c00087_NODE_87...region001	c00087_NODE_87..	NODE_87_length_8427_cov_9.251672	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-76-S75_c00090_NODE_90...region001	c00090_NODE_90..	NODE_90_length_8243_cov_78.817294	RiPP-like	RiPPs		
LKMB002-1-76-S75_c00227_NODE_22...region001	c00227_NODE_22..	NODE_227_length_3993_cov_3.262062	RiPP-like	RiPPs		
LKMB002-1-76-S75_c01302_NODE_13...region001	c01302_NODE_13..	NODE_1302_length_1269_cov_2.049423	arylpolyene	Others		
LKMB002-1-77-S76_c00002_NODE_2_...region001	c00002_NODE_2_..	NODE_2_length_77978_cov_13.081991	T1PKS	PKSI		
LKMB002-1-77-S76_c00007_NODE_7_...region001	c00007_NODE_7_..	NODE_7_length_58090_cov_13.417438	NRPS	NRPS		
LKMB002-1-77-S76_c00114_NODE_11...region001	c00114_NODE_11..	NODE_114_length_21852_cov_15.646511	terpene	Terpene		
LKMB002-1-77-S76_c00145_NODE_14...region001	c00145_NODE_14..	NODE_145_length_19096_cov_13.800116	NRPS-like	NRPS		
LKMB002-1-77-S76_c00179_NODE_17...region001	c00179_NODE_17..	NODE_179_length_16199_cov_15.110382	terpene	Terpene		
LKMB002-1-77-S76_c00255_NODE_25...region001	c00255_NODE_25..	NODE_255_length_11904_cov_13.941852	NRPS	NRPS		
LKMB002-1-77-S76_c00551_NODE_55...region001	c00551_NODE_55..	NODE_551_length_4044_cov_12.002006	NRPS	NRPS		
LKMB002-1-77-S76_c00733_NODE_73...region001	c00733_NODE_73..	NODE_733_length_1879_cov_6.243969	terpene	Terpene		
LKMB002-1-78-S77_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_1949_cov_9.791975	NRPS-like	NRPS		
LKMB002-1-78-S77_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_1627_cov_9.075064	NRPS	NRPS		
LKMB002-1-79-S78_c00179_NODE_17...region001	c00179_NODE_17..	NODE_179_length_1014_cov_3.432742	T3PKS	PKSother		
LKMB002-1-80-S79_c00004_NODE_4_...region001	c00004_NODE_4_..	NODE_4_length_18203_cov_17.610976	T1PKS	PKSI		
LKMB002-1-80-S79_c00036_NODE_36...region001	c00036_NODE_36..	NODE_36_length_8287_cov_12.257896	NAPAA	NRPS		
LKMB002-1-80-S79_c00225_NODE_22...region001	c00225_NODE_22..	NODE_225_length_3386_cov_8.627439	terpene	Terpene		
LKMB002-1-80-S79_c00345_NODE_34...region001	c00345_NODE_34..	NODE_345_length_2273_cov_7.992786	NRPS	NRPS		
LKMB002-1-81-S80_c00010_NODE_10...region001	c00010_NODE_10..	NODE_10_length_145079_cov_116.383123	T3PKS	PKSother		
LKMB002-1-81-S80_c00013_NODE_13...region001	c00013_NODE_13..	NODE_13_length_138393_cov_269.626574	T1PKS	PKSI		
LKMB002-1-81-S80_c00025_NODE_25...region001	c00025_NODE_25..	NODE_25_length_88950_cov_115.579808	siderophore	Others		
LKMB002-1-81-S80_c00028_NODE_28...region001	c00028_NODE_28..	NODE_28_length_87401_cov_128.679012	NRPS	NRPS		
LKMB002-1-81-S80_c00032_NODE_32...region001	c00032_NODE_32..	NODE_32_length_81353_cov_47.572093	terpene	Terpene		
LKMB002-1-81-S80_c00062_NODE_62...region001	c00062_NODE_62..	NODE_62_length_57855_cov_277.610796	terpene	Terpene		
LKMB002-1-81-S80_c00062_NODE_62...region002	c00062_NODE_62..	NODE_62_length_57855_cov_277.610796	NAPAA	NRPS		
LKMB002-1-81-S80_c00069_NODE_69...region001	c00069_NODE_69..	NODE_69_length_52124_cov_68.463788	T1PKS	PKSI		
LKMB002-1-81-S80_c00087_NODE_87...region001	c00087_NODE_87..	NODE_87_length_44882_cov_52.516720	NAPAA	NRPS		
LKMB002-1-81-S80_c00150_NODE_15...region001	c00150_NODE_15..	NODE_150_length_31325_cov_110.785385	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-81-S80_c00195_NODE_19...region001	c00195_NODE_19..	NODE_195_length_25616_cov_275.836196	NRPS	NRPS		
LKMB002-1-81-S80_c00266_NODE_26...region001	c00266_NODE_26..	NODE_266_length_18388_cov_47.718104	T1PKS	PKSI		
LKMB002-1-81-S80_c00343_NODE_34...region001	c00343_NODE_34..	NODE_343_length_14554_cov_8.129595	NRPS	NRPS		
LKMB002-1-81-S80_c00348_NODE_34...region001	c00348_NODE_34..	NODE_348_length_14457_cov_26.860644	siderophore	Others		
LKMB002-1-81-S80_c00365_NODE_36...region001	c00365_NODE_36..	NODE_365_length_13941_cov_57.307864	terpene	Terpene		
LKMB002-1-81-S80_c00383_NODE_38...region001	c00383_NODE_38..	NODE_383_length_13295_cov_8.801284	terpene	Terpene		
LKMB002-1-81-S80_c00698_NODE_69...region001	c00698_NODE_69..	NODE_698_length_7501_cov_6.930701	NRPS	NRPS		
LKMB002-1-81-S80_c00762_NODE_76...region001	c00762_NODE_76..	NODE_762_length_6789_cov_20.768043	T1PKS	PKSI		
LKMB002-1-81-S80_c00788_NODE_78...region001	c00788_NODE_78..	NODE_788_length_6554_cov_6.279428	NRPS	NRPS		
LKMB002-1-81-S80_c00844_NODE_84...region001	c00844_NODE_84..	NODE_844_length_6098_cov_7.328976	T1PKS	PKSI		
LKMB002-1-81-S80_c00946_NODE_94...region001	c00946_NODE_94..	NODE_946_length_5590_cov_783.948148	RiPP-like	RiPPs		
LKMB002-1-81-S80_c00975_NODE_97...region001	c00975_NODE_97..	NODE_975_length_5488_cov_33.786858	lassopeptide	RiPPs		
LKMB002-1-81-S80_c01287_NODE_12...region001	c01287_NODE_12..	NODE_1287_length_4409_cov_9.452687	terpene	Terpene		
LKMB002-1-81-S80_c01632_NODE_16...region001	c01632_NODE_16..	NODE_1632_length_3540_cov_4.480057	NRPS	NRPS		
LKMB002-1-81-S80_c02146_NODE_21...region001	c02146_NODE_21..	NODE_2146_length_2775_cov_10.011029	NRPS	NRPS		
LKMB002-1-81-S80_c02169_NODE_21...region001	c02169_NODE_21..	NODE_2169_length_2742_cov_11.900261	RRE-containing	RiPPs		
LKMB002-1-81-S80_c02218_NODE_22...region001	c02218_NODE_22..	NODE_2218_length_2702_cov_7.373253	NRPS	NRPS		
LKMB002-1-81-S80_c02922_NODE_29...region001	c02922_NODE_29..	NODE_2922_length_2086_cov_5.478582	NRPS	NRPS		
LKMB002-1-81-S80_c03050_NODE_30...region001	c03050_NODE_30..	NODE_3050_length_1992_cov_7.760454	ranthipeptide	RiPPs		
LKMB002-1-81-S80_c04361_NODE_43...region001	c04361_NODE_43..	NODE_4361_length_1406_cov_19.441895	terpene	Terpene		
LKMB002-1-81-S80_c05056_NODE_50...region001	c05056_NODE_50..	NODE_5056_length_1199_cov_6.361014	NRPS-like	NRPS		
LKMB002-1-81-S80_c05386_NODE_53...region001	c05386_NODE_53..	NODE_5386_length_1119_cov_5.233083	RRE-containing	RiPPs		
LKMB002-1-82-S81_c00009_NODE_9_...region001	c00009_NODE_9_..	NODE_9_length_92261_cov_120.513199	T3PKS.terpene	Others		
LKMB002-1-82-S81_c00011_NODE_11...region001	c00011_NODE_11..	NODE_11_length_85584_cov_835.913105	NRPS	NRPS		
LKMB002-1-82-S81_c00016_NODE_16...region001	c00016_NODE_16..	NODE_16_length_70031_cov_693.154196	T3PKS	PKSother		
LKMB002-1-82-S81_c00021_NODE_21...region001	c00021_NODE_21..	NODE_21_length_60171_cov_37.710443	NAPAA	NRPS		
LKMB002-1-82-S81_c00048_NODE_48...region001	c00048_NODE_48..	NODE_48_length_42861_cov_97.357193	siderophore	Others		
LKMB002-1-82-S81_c00063_NODE_63...region001	c00063_NODE_63..	NODE_63_length_35333_cov_547.073757	siderophore	Others		
LKMB002-1-82-S81_c00068_NODE_68...region001	c00068_NODE_68..	NODE_68_length_33651_cov_38.029140	terpene	Terpene		
LKMB002-1-82-S81_c00069_NODE_69...region001	c00069_NODE_69..	NODE_69_length_33316_cov_37.435375	T1PKS	PKSI		
LKMB002-1-82-S81_c00077_NODE_77...region001	c00077_NODE_77..	NODE_77_length_32189_cov_117.391174	RiPP-like	RiPPs		
LKMB002-1-82-S81_c00080_NODE_80...region001	c00080_NODE_80..	NODE_80_length_31315_cov_590.410461	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-82-S81_c00091_NODE_91...region001	c00091_NODE_91..	NODE_91_length_28895_cov_39.639528	NRPS	NRPS		
LKMB002-1-82-S81_c00125_NODE_12...region001	c00125_NODE_12..	NODE_125_length_21246_cov_46.677363	lanthipeptide-class-v	RiPPs		
LKMB002-1-82-S81_c00141_NODE_14...region001	c00141_NODE_14..	NODE_141_length_19077_cov_29.737252	siderophore	Others		
LKMB002-1-82-S81_c00159_NODE_15...region001	c00159_NODE_15..	NODE_159_length_17623_cov_86.919114	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-82-S81_c00245_NODE_24...region001	c00245_NODE_24..	NODE_245_length_12308_cov_33.359667	T3PKS	PKSother		
LKMB002-1-82-S81_c00277_NODE_27...region001	c00277_NODE_27..	NODE_277_length_11002_cov_32.246552	terpene	Terpene		
LKMB002-1-82-S81_c00312_NODE_31...region001	c00312_NODE_31..	NODE_312_length_9845_cov_30.617671	siderophore	Others		
LKMB002-1-82-S81_c00324_NODE_32...region001	c00324_NODE_32..	NODE_324_length_9379_cov_5.426319	siderophore	Others		
LKMB002-1-82-S81_c00357_NODE_35...region001	c00357_NODE_35..	NODE_357_length_8660_cov_6.370482	NRPS	NRPS		
LKMB002-1-82-S81_c00560_NODE_56...region001	c00560_NODE_56..	NODE_560_length_5645_cov_11.386941	siderophore	Others		
LKMB002-1-82-S81_c00693_NODE_69...region001	c00693_NODE_69..	NODE_693_length_4581_cov_10.935705	terpene	Terpene		
LKMB002-1-82-S81_c00767_NODE_76...region001	c00767_NODE_76..	NODE_767_length_4151_cov_28.636963	RiPP-like	RiPPs		
LKMB002-1-82-S81_c00768_NODE_76...region001	c00768_NODE_76..	NODE_768_length_4137_cov_138.849829	RiPP-like	RiPPs		
LKMB002-1-82-S81_c00780_NODE_78...region001	c00780_NODE_78..	NODE_780_length_4074_cov_6.472008	T1PKS	PKSI		
LKMB002-1-82-S81_c00885_NODE_88...region001	c00885_NODE_88..	NODE_885_length_3640_cov_11.494840	T3PKS	PKSother		
LKMB002-1-82-S81_c00922_NODE_92...region001	c00922_NODE_92..	NODE_922_length_3506_cov_15.735439	RRE-containing	RiPPs		
LKMB002-1-82-S81_c00960_NODE_96...region001	c00960_NODE_96..	NODE_960_length_3350_cov_13.125038	lanthipeptide-class-i	RiPPs		
LKMB002-1-82-S81_c01163_NODE_11...region001	c01163_NODE_11..	NODE_1163_length_2755_cov_16.579259	lanthipeptide-class-i	RiPPs		
LKMB002-1-82-S81_c01190_NODE_11...region001	c01190_NODE_11..	NODE_1190_length_2697_cov_6.053747	NRPS-like	NRPS		
LKMB002-1-82-S81_c01494_NODE_14...region001	c01494_NODE_14..	NODE_1494_length_2117_cov_14.791465	siderophore	Others		
LKMB002-1-82-S81_c01528_NODE_15...region001	c01528_NODE_15..	NODE_1528_length_2060_cov_10.027431	siderophore	Others		
LKMB002-1-82-S81_c01846_NODE_18...region001	c01846_NODE_18..	NODE_1846_length_1717_cov_9.596871	siderophore	Others		
LKMB002-1-82-S81_c01926_NODE_19...region001	c01926_NODE_19..	NODE_1926_length_1642_cov_7.967864	RRE-containing	RiPPs		
LKMB002-1-82-S81_c02061_NODE_20...region001	c02061_NODE_20..	NODE_2061_length_1525_cov_3.757143	NRPS-like	NRPS		
LKMB002-1-82-S81_c02078_NODE_20...region001	c02078_NODE_20..	NODE_2078_length_1508_cov_11.037164	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-82-S81_c03127_NODE_31...region001	c03127_NODE_31..	NODE_3127_length_1032_cov_18.908905	siderophore	Others		
LKMB002-1-83-S82_c00001_NODE_1_...region001	c00001_NODE_1_..	NODE_1_length_536688_cov_732.941213	NRPS-like.NRPS	NRPS		
LKMB002-1-83-S82_c00007_NODE_7_...region001	c00007_NODE_7_..	NODE_7_length_244297_cov_774.572113	ladderane	Others		
LKMB002-1-83-S82_c00010_NODE_10...region001	c00010_NODE_10..	NODE_10_length_173551_cov_739.684171	RiPP-like	RiPPs		
LKMB002-1-83-S82_c00023_NODE_23...region001	c00023_NODE_23..	NODE_23_length_113331_cov_58.952426	NAPAA	NRPS		
LKMB002-1-83-S82_c00023_NODE_23...region002	c00023_NODE_23..	NODE_23_length_113331_cov_58.952426	terpene	Terpene		
LKMB002-1-83-S82_c00039_NODE_39...region001	c00039_NODE_39..	NODE_39_length_71102_cov_62.533027	T1PKS	PKSI		
LKMB002-1-83-S82_c00041_NODE_41...region001	c00041_NODE_41..	NODE_41_length_70333_cov_121.340050	transAT-PKS.NRPS	PKS-NRP_Hybrids		
LKMB002-1-83-S82_c00043_NODE_43...region001	c00043_NODE_43..	NODE_43_length_68564_cov_69.945044	T1PKS	PKSI		
LKMB002-1-83-S82_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_31582_cov_119.828401	RiPP-like	RiPPs		
LKMB002-1-83-S82_c00084_NODE_84...region001	c00084_NODE_84..	NODE_84_length_25573_cov_44.540011	RiPP-like	RiPPs		
LKMB002-1-83-S82_c00102_NODE_10...region001	c00102_NODE_10..	NODE_102_length_19409_cov_26.472254	T3PKS	PKSother		
LKMB002-1-83-S82_c00104_NODE_10...region001	c00104_NODE_10..	NODE_104_length_19054_cov_35.740197	NRPS	NRPS		
LKMB002-1-83-S82_c00290_NODE_29...region001	c00290_NODE_29..	NODE_290_length_7407_cov_16.761153	siderophore	Others		
LKMB002-1-83-S82_c00379_NODE_37...region001	c00379_NODE_37..	NODE_379_length_6321_cov_6.308809	NRPS	NRPS		
LKMB002-1-83-S82_c00887_NODE_88...region001	c00887_NODE_88..	NODE_887_length_3962_cov_11.798055	T3PKS	PKSother		
LKMB002-1-83-S82_c00908_NODE_90...region001	c00908_NODE_90..	NODE_908_length_3906_cov_56.493638	RiPP-like	RiPPs		
LKMB002-1-83-S82_c01102_NODE_11...region001	c01102_NODE_11..	NODE_1102_length_3467_cov_6.007327	terpene	Terpene		
LKMB002-1-83-S82_c01644_NODE_16...region001	c01644_NODE_16..	NODE_1644_length_2702_cov_6.206649	RiPP-like	RiPPs		
LKMB002-1-83-S82_c01989_NODE_19...region001	c01989_NODE_19..	NODE_1989_length_2386_cov_5.321321	T1PKS	PKSI		
LKMB002-1-83-S82_c02247_NODE_22...region001	c02247_NODE_22..	NODE_2247_length_2200_cov_7.181818	NRPS	NRPS		
LKMB002-1-83-S82_c02587_NODE_25...region001	c02587_NODE_25..	NODE_2587_length_2007_cov_5.426742	NRPS	NRPS		
LKMB002-1-83-S82_c02843_NODE_28...region001	c02843_NODE_28..	NODE_2843_length_1880_cov_4.592877	NRPS-like	NRPS		
LKMB002-1-83-S82_c03179_NODE_31...region001	c03179_NODE_31..	NODE_3179_length_1730_cov_5.546866	terpene	Terpene		
LKMB002-1-83-S82_c03379_NODE_33...region001	c03379_NODE_33..	NODE_3379_length_1653_cov_4.270964	NRPS-like	NRPS		
LKMB002-1-83-S82_c03655_NODE_36...region001	c03655_NODE_36..	NODE_3655_length_1553_cov_11.385848	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-83-S82_c03928_NODE_39...region001	c03928_NODE_39..	NODE_3928_length_1467_cov_4.922096	siderophore	Others		
LKMB002-1-83-S82_c03975_NODE_39...region001	c03975_NODE_39..	NODE_3975_length_1457_cov_4.955777	siderophore	Others		
LKMB002-1-83-S82_c05777_NODE_57...region001	c05777_NODE_57..	NODE_5777_length_1086_cov_4.214355	terpene	Terpene		
LKMB002-1-84-S83_c00001_NODE_1_...region001	c00001_NODE_1_..	NODE_1_length_268474_cov_16.043447	NRPS	NRPS		
LKMB002-1-84-S83_c00016_NODE_16...region001	c00016_NODE_16..	NODE_16_length_99670_cov_16.094454	siderophore	Others		
LKMB002-1-84-S83_c00023_NODE_23...region001	c00023_NODE_23..	NODE_23_length_79743_cov_30.693015	T1PKS	PKSI		
LKMB002-1-84-S83_c00027_NODE_27...region001	c00027_NODE_27..	NODE_27_length_69638_cov_16.835348	T1PKS	PKSI		
LKMB002-1-84-S83_c00027_NODE_27...region002	c00027_NODE_27..	NODE_27_length_69638_cov_16.835348	terpene	Terpene		
LKMB002-1-84-S83_c00031_NODE_31...region001	c00031_NODE_31..	NODE_31_length_62409_cov_13.483610	T1PKS	PKSI		
LKMB002-1-84-S83_c00075_NODE_75...region001	c00075_NODE_75..	NODE_75_length_27228_cov_25.780849	terpene	Terpene		
LKMB002-1-84-S83_c00087_NODE_87...region001	c00087_NODE_87..	NODE_87_length_24700_cov_29.466667	NAPAA	NRPS		
LKMB002-1-84-S83_c00105_NODE_10...region001	c00105_NODE_10..	NODE_105_length_20349_cov_25.006603	NAPAA	NRPS		
LKMB002-1-84-S83_c00115_NODE_11...region001	c00115_NODE_11..	NODE_115_length_18935_cov_15.905508	NRPS	NRPS		
LKMB002-1-84-S83_c00224_NODE_22...region001	c00224_NODE_22..	NODE_224_length_11028_cov_22.733710	terpene	Terpene		
LKMB002-1-84-S83_c00290_NODE_29...region001	c00290_NODE_29..	NODE_290_length_8128_cov_20.656881	T1PKS	PKSI		
LKMB002-1-84-S83_c00489_NODE_48...region001	c00489_NODE_48..	NODE_489_length_4185_cov_2.663438	NRPS-like.NRPS	NRPS		
LKMB002-1-84-S83_c00540_NODE_54...region001	c00540_NODE_54..	NODE_540_length_3596_cov_2.801186	NRPS-like	NRPS		
LKMB002-1-84-S83_c01126_NODE_11...region001	c01126_NODE_11..	NODE_1126_length_1419_cov_2.647361	arylpolyene	Others		
LKMB002-1-85-S84_c00027_NODE_27...region001	c00027_NODE_27..	NODE_27_length_85634_cov_11.318875	NRPS-like	NRPS		
LKMB002-1-85-S84_c00033_NODE_33...region001	c00033_NODE_33..	NODE_33_length_80680_cov_11.368025	T1PKS	PKSI		
LKMB002-1-85-S84_c00056_NODE_56...region001	c00056_NODE_56..	NODE_56_length_61704_cov_10.480251	NRPS	NRPS		
LKMB002-1-85-S84_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_55397_cov_11.184200	terpene	Terpene		
LKMB002-1-85-S84_c00144_NODE_14...region001	c00144_NODE_14..	NODE_144_length_28983_cov_100.452192	T3PKS	PKSother		
LKMB002-1-85-S84_c00147_NODE_14...region001	c00147_NODE_14..	NODE_147_length_28748_cov_735.607117	NRPS-like.NRPS	NRPS		
LKMB002-1-85-S84_c00150_NODE_15...region001	c00150_NODE_15..	NODE_150_length_28342_cov_32.649097	ladderane	Others		
LKMB002-1-85-S84_c00230_NODE_23...region001	c00230_NODE_23..	NODE_230_length_17001_cov_10.710020	NRPS	NRPS		
LKMB002-1-85-S84_c00233_NODE_23...region001	c00233_NODE_23..	NODE_233_length_16824_cov_9.887709	terpene	Terpene		
LKMB002-1-85-S84_c00241_NODE_24...region001	c00241_NODE_24..	NODE_241_length_16123_cov_43.299042	RiPP-like	RiPPs		
LKMB002-1-85-S84_c00314_NODE_31...region001	c00314_NODE_31..	NODE_314_length_11464_cov_544.404983	thiopeptide.RRE-containing	RiPPs		
LKMB002-1-85-S84_c00527_NODE_52...region001	c00527_NODE_52..	NODE_527_length_5888_cov_59.160295	siderophore	Others		
LKMB002-1-85-S84_c00584_NODE_58...region001	c00584_NODE_58..	NODE_584_length_5282_cov_29.550411	terpene	Terpene		
LKMB002-1-85-S84_c00749_NODE_74...region001	c00749_NODE_74..	NODE_749_length_3920_cov_15.772057	RiPP-like	RiPPs		
LKMB002-1-85-S84_c00849_NODE_84...region001	c00849_NODE_84..	NODE_849_length_3349_cov_47.890103	cyclic-lactone-autoinducer	RiPPs		
LKMB002-1-85-S84_c02312_NODE_23...region001	c02312_NODE_23..	NODE_2312_length_1326_cov_3.077105	NRPS	NRPS		
LKMB002-1-85-S84_c03394_NODE_33...region001	c03394_NODE_33..	NODE_3394_length_1035_cov_2.460204	siderophore	Others		
LKMB002-1-86-S85_c00005_NODE_5_...region001	c00005_NODE_5_..	NODE_5_length_108842_cov_37.787888	T1PKS	PKSI		
LKMB002-1-86-S85_c00008_NODE_8_...region001	c00008_NODE_8_..	NODE_8_length_103320_cov_36.434203	NRPS-like	NRPS		
LKMB002-1-86-S85_c00010_NODE_10...region001	c00010_NODE_10..	NODE_10_length_96846_cov_36.303189	NRPS	NRPS		
LKMB002-1-86-S85_c00037_NODE_37...region001	c00037_NODE_37..	NODE_37_length_60985_cov_36.811702	NRPS	NRPS		
LKMB002-1-86-S85_c00040_NODE_40...region001	c00040_NODE_40..	NODE_40_length_59712_cov_37.752049	terpene	Terpene		
LKMB002-1-86-S85_c00129_NODE_12...region001	c00129_NODE_12..	NODE_129_length_28343_cov_25.229355	ladderane	Others		
LKMB002-1-86-S85_c00220_NODE_22...region001	c00220_NODE_22..	NODE_220_length_16479_cov_37.774537	terpene	Terpene		
LKMB002-1-86-S85_c00227_NODE_22...region001	c00227_NODE_22..	NODE_227_length_15443_cov_42.719782	RiPP-like	RiPPs		
LKMB002-1-86-S85_c00258_NODE_25...region001	c00258_NODE_25..	NODE_258_length_13293_cov_92.781991	NRPS-like.NRPS	NRPS		
LKMB002-1-86-S85_c00290_NODE_29...region001	c00290_NODE_29..	NODE_290_length_11464_cov_58.622797	thiopeptide.RRE-containing	RiPPs		
LKMB002-1-86-S85_c00301_NODE_30...region001	c00301_NODE_30..	NODE_301_length_10918_cov_14.010218	betalactone	Others		
LKMB002-1-86-S85_c00330_NODE_33...region001	c00330_NODE_33..	NODE_330_length_9326_cov_14.743286	terpene	Terpene		
LKMB002-1-86-S85_c00470_NODE_47...region001	c00470_NODE_47..	NODE_470_length_5996_cov_10.292375	RRE-containing	RiPPs		
LKMB002-1-86-S85_c00488_NODE_48...region001	c00488_NODE_48..	NODE_488_length_5720_cov_12.290203	NAPAA	NRPS		
LKMB002-1-86-S85_c00636_NODE_63...region001	c00636_NODE_63..	NODE_636_length_3904_cov_25.605872	RiPP-like	RiPPs		
LKMB002-1-86-S85_c00846_NODE_84...region001	c00846_NODE_84..	NODE_846_length_2527_cov_6.960761	linaridin	RiPPs		
LKMB002-1-86-S85_c00863_NODE_86...region001	c00863_NODE_86..	NODE_863_length_2479_cov_17.077558	ectoine	Others		
LKMB002-1-87-S86_c00013_NODE_13...region001	c00013_NODE_13..	NODE_13_length_28331_cov_52.627812	ladderane	Others		
LKMB002-1-87-S86_c00014_NODE_14...region001	c00014_NODE_14..	NODE_14_length_28049_cov_87.801636	NRPS-like.NRPS	NRPS		
LKMB002-1-87-S86_c00081_NODE_81...region001	c00081_NODE_81..	NODE_81_length_11320_cov_7.829738	T1PKS	PKSI		
LKMB002-1-87-S86_c00156_NODE_15...region001	c00156_NODE_15..	NODE_156_length_7513_cov_10.087557	betalactone	Others		
LKMB002-1-87-S86_c00256_NODE_25...region001	c00256_NODE_25..	NODE_256_length_6036_cov_7.444240	ectoine	Others		
LKMB002-1-87-S86_c00309_NODE_30...region001	c00309_NODE_30..	NODE_309_length_5579_cov_9.255974	RRE-containing	RiPPs		
LKMB002-1-87-S86_c00343_NODE_34...region001	c00343_NODE_34..	NODE_343_length_5369_cov_8.602559	NAPAA	NRPS		
LKMB002-1-87-S86_c00629_NODE_62...region001	c00629_NODE_62..	NODE_629_length_3908_cov_42.135738	RiPP-like	RiPPs		
LKMB002-1-87-S86_c00706_NODE_70...region001	c00706_NODE_70..	NODE_706_length_3704_cov_5.302275	RRE-containing	RiPPs		
LKMB002-1-87-S86_c00993_NODE_99...region001	c00993_NODE_99..	NODE_993_length_3103_cov_5.280512	RiPP-like	RiPPs		
LKMB002-1-87-S86_c01065_NODE_10...region001	c01065_NODE_10..	NODE_1065_length_2999_cov_10.376359	ectoine	Others		
